"citation_key","inclusion_1","inclusion_2","ec_quality","ec_research_availability","ec_dt_for_non_security_case","ec_dt_missing","ec_not_IOT_CPS_context","ec_dt_for_security","ec_complete_book","comment"
"Yurci2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Yusupbekov2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"ZWR","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zacchia2019","yes","no","no","no","no","yes","no","no","no","-"
"Zaharia2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zaharia2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zahid2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zahid2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zakaria2018","yes","no","no","no","no","yes","no","no","no","-"
"Zakrajsek2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zaman2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zamojski2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zanella2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zant2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zarte2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zatti2017","yes","no","no","no","no","yes","no","no","no","-"
"Zavyalov2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"ZbilginNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zegzhda2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zegzhda2018","yes","no","no","no","yes","no","no","no","no","-"
"Zegzhda2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zegzhda2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zegzhda2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zehnder2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zeigler2000","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zeigler2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zeigler2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zeiringer2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zeiss2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zeltmann2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zenati2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zeng2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zengqiang2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhabitskii2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2015a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2017ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2017abc","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2018ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2018abc","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2018abcd","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2020ab","yes","no","no","no","yes","no","no","no","no","-"
"Zhang2020abc","yes","no","no","no","yes","no","no","no","no","-"
"Zhang2020abcd","yes","no","no","no","yes","no","no","no","no","-"
"Zhang2021","yes","no","no","yes","no","no","no","no","no","-"
"Zhang2021a","yes","no","no","no","yes","no","no","no","no","-"
"Zhang2021b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2021c","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2021d","yes","no","no","no","no","yes","no","no","no","-"
"Zhang2021e","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2021f","yes","no","no","no","yes","no","no","no","no","-"
"Zhang2021g","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2021h","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2021j","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhang2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"ZhangNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2020","yes","no","no","no","yes","no","no","no","no","-"
"Zhao2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2021b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2021c","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhao2021d","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhaoyang2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhe2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhen2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zheng2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zheng2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zheng2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zheng2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zheng2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zheng2021b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhenyu2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhihong2018","yes","no","no","no","no","yes","no","no","no","-"
"Zhong2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhong2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhou2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Zhou2018","yes","no","no","no","no","yes","no","no","no","-"
"Zhou2018a","yes","no","no","no","no","yes","no","no","no","-"
